Id	Species	Latitude	Longitude	Zone	Basin	RegResid1	RegResid2	RegResid3	RegResid4	RegResid5	RegResid6	RegResid7	RegResid8	RegResid9	RegResid10	RegResid11	RegResid12	RegResid13	RegResid14	RegResid15	RegResid16	RegResid17	RegResid18	RegResid19	RegResid20	RegResid21	RegResid22	RegResid23	RegResid24	RegResid25	RegResid26	RegResid27	RegResid28	RegResid29	RegResid30	RegResid31	RegResid32
AD20-080	p.formosa	26.0223	-97.4582	Z1	7040048420	-0.3289247927524143	0.05028801662929457	-0.19454148821253106	0.08769009515848888	0.06603505286926294	0.13130244507429734	0.19701252471246364	0.09614675485201418	0.36927733788362305	0.08084953945191471	0.38552987019844503	0.013518759868218072	0.36864112078731853	-0.05530245813915625	0.18544868347088964	-0.06409128878459269	0.12823262989773535	-0.0872881084019503	0.007747611785716089	-0.1296640628268714	-0.19165241018935728	-0.06551839247166348	-0.2453192220372795	-0.04101613641629037	-0.12903809774242803	-0.014512164130750783	-0.11688237779958666	-0.057081558037025165	-0.2810458701618993	0.03020044906104954	-0.22052057270995654	0.024478109113023006
AD20-081	p.formosa	26.0223	-97.4582	Z1	7040048420	-0.3340432171753754	0.04235816653694109	-0.19928993942802475	0.08870364244106305	0.06581483893442817	0.14019136381072114	0.186318909999761	0.10441972088852193	0.3765800830407862	0.07762284361561719	0.3885965158032914	0.00708589136215863	0.36267331377915774	-0.06265396152440389	0.1802441365867943	-0.06670775942357075	0.13076305477043532	-0.09012926966634605	0.006481895495358293	-0.12100062016163544	-0.18908689607390666	-0.0652633885233912	-0.24239238418403336	-0.04372679523492979	-0.12111516959134519	-0.007037704576257306	-0.1063632280738941	-0.049853123257618585	-0.28091855033187324	0.023254634003222467	-0.2242633635515585	0.022736359709907845
AD20-082	p.formosa	26.0223	-97.4582	Z1	7040048420	-0.32656169713718414	0.04868245048035159	-0.1949929340188309	0.09057577286192495	0.06689081476708086	0.13479359105822603	0.1969850562162604	0.09813200363659123	0.3790747031855127	0.08184677214360181	0.39252213966580257	0.009243921070890553	0.36481114334220116	-0.05537085807662856	0.17074381303444056	-0.06456024553421073	0.1258513202910539	-0.0850096823080286	-0.005215704454711673	-0.12139829964782706	-0.1815971219267774	-0.071604307503911	-0.24857004140560346	-0.045741026727671094	-0.12511389953653806	-0.00823859873106928	-0.1110518303790375	-0.05895918083669757	-0.28042817158773997	0.025798278818892545	-0.2233475900559282	0.021809409295564967
AD20-083	p.formosa	26.0223	-97.4582	Z1	7040048420	-0.32309512311705757	0.04416488785332876	-0.2076954558279154	0.08383876600364087	0.06652613267882113	0.13663413785457396	0.20734081814325997	0.09673121530307234	0.37648529531754943	0.07841927837044282	0.39100429336607684	0.00826434405395384	0.3650171331418129	-0.055701012436001604	0.17260786892457283	-0.06409106708610132	0.12429044692923563	-0.08589175369394808	0.0034172883570592776	-0.11639541353155543	-0.19121398143486215	-0.06753101997709003	-0.23726898207806546	-0.044462394292167126	-0.12714303641575334	-0.011509705004367144	-0.11561055559662381	-0.05173074158644407	-0.28046378591685583	0.024187773089694022	-0.22419835647125688	0.025072705078968388
AD20-084	p.formosa	26.0223	-97.4582	Z1	7040048420	-0.3303499324865493	0.0469091364726724	-0.19953575712552535	0.08697027348032546	0.0660155413039511	0.1362777316881366	0.18673704349489992	0.1024115531644409	0.37649725493586506	0.07766172804326953	0.3940583528436279	0.008884510436274175	0.37097007138434984	-0.05887337521928391	0.17109657084608706	-0.06755057973276805	0.12717978279778241	-0.08786877343859968	-0.0028320320559531978	-0.11586007431520733	-0.18665826021143747	-0.07184964384340199	-0.23557207544145162	-0.04999776147188574	-0.12300535025467697	-0.008791488335416705	-0.11140162399863816	-0.0547043855804038	-0.2803626636315266	0.024547219159121236	-0.2228369224008062	0.03183392949272723
AD20-085	p.formosa	26.0223	-97.4582	Z1	7040048420	-0.3274807491308641	0.03853403556426641	-0.20179057860320246	0.08468683979427112	0.06550514016828576	0.14496526392045944	0.20833804604816036	0.09948481314337235	0.3716904072204399	0.07751368887044599	0.3898462979473497	0.005982188637798123	0.3617018734165329	-0.062082451763748	0.17403967785787472	-0.061482361822069155	0.12938283718629007	-0.08433215631092601	0.003824753998979991	-0.12388946778978538	-0.19624160158994444	-0.06910585025264966	-0.23428853644087913	-0.053824232476933256	-0.12914608753289064	-0.0025396360076451975	-0.11277678033040736	-0.047352250826631616	-0.2797528632360239	0.024699661085812157	-0.22285183697970207	0.028741916233961922
AD20-086	p.latipinna	26.07	-97.9612	Z1	7040049270	-0.31516285230964863	0.04008138466315006	-0.20648471138909705	0.08345908526365758	0.02739603092483019	0.12500620061490908	0.1914700082302272	0.09474959743906004	0.39109715297573394	0.07348254476865736	0.3989692635316986	0.012846122178870096	0.382624543488889	-0.04840557982384612	0.16886563366845259	-0.07617015651862055	0.12276084438357072	-0.09170613138828072	-0.005713580036914828	-0.10814409936888066	-0.19790467969750156	-0.06745227612084725	-0.2374260880909582	-0.04386092462998531	-0.12234035812937293	-0.014166342306338165	-0.10993676003978674	-0.0432573834882675	-0.2701427866398491	0.03147847323062856	-0.2180716608702733	0.032059485486132445
AD20-087	p.latipinna	26.07	-97.9612	Z1	7040049270	-0.321418655323935	0.03971800651334158	-0.20561977704187592	0.08657003879866731	0.037587204477717066	0.12469885545685216	0.21772081899755466	0.08919974571901422	0.37309844493729316	0.07295246768343303	0.3907447775664776	0.011006365392495764	0.3616895824234321	-0.05508416083143841	0.1833154045939021	-0.06177575039054818	0.14223727392406296	-0.0873908442258158	0.006122942178073177	-0.10872177191392034	-0.21549580499559567	-0.06063364565336093	-0.23487440355181993	-0.05187178006780028	-0.12385105204868067	-0.0071404168696005636	-0.10816445902762914	-0.04916844301891071	-0.27812641122500187	0.027245721824368033	-0.2249658858839736	0.03039561158322284
AD20-088	p.latipinna	26.07	-97.9612	Z1	7040049270	-0.31726163128910656	0.042470274409424455	-0.2040334145281823	0.08573833431676939	0.016949394393573763	0.13312062027304858	0.21033057910914787	0.09989835284609416	0.378599714416164	0.07057078300944723	0.389716634784648	0.0099672146219628	0.36648106073631187	-0.05400821995463823	0.18318872379071613	-0.06745813272085724	0.14330918785073238	-0.09520107779244034	0.010934172019969803	-0.12549939485492143	-0.2058956935121009	-0.0629954829229721	-0.23250554619064076	-0.04186967972415694	-0.1350036311961469	-0.009280588753112128	-0.1138399860947223	-0.044826497837276026	-0.267359082283898	0.02912087252406239	-0.22361048200646463	0.030252622559564228
AD20-089	p.formosa	26.07	-97.9612	Z1	7040049270	-0.3286595912223707	0.025960629552402987	-0.21179950971092204	0.07775695567334119	0.06210717021130393	0.12473152776563584	0.20056194884776002	0.08966810333658791	0.3834919743280449	0.060737628780211564	0.3881670477218121	0.003488327540371721	0.3687162831754361	-0.05312093542329942	0.18937059309583604	-0.055637703490305834	0.12439234426854837	-0.07742962454729187	0.008459505671944608	-0.10167465855308397	-0.20254192776087065	-0.060358774113025725	-0.23919820974740313	-0.04707107719737192	-0.12345452645093373	0.005926097848674433	-0.11112470880401905	-0.03529958003870962	-0.2811459139942715	0.021878389818113936	-0.2273424796298961	0.02044469304775079
AD20-090	p.formosa	26.07	-97.9612	Z1	7040049270	-0.32158486759845617	0.039110514463753354	-0.20985884152884884	0.0787807830623968	0.06639839371023142	0.10597417515854644	0.1857817882072191	0.08985222650089701	0.3890285750358976	0.07108779383211465	0.39681849970895877	0.0116888705997379	0.38432399304229853	-0.04687969680649554	0.16763789240047863	-0.071035952056793	0.12154604244707581	-0.077264135830401	0.0015069497238747876	-0.09085565856631897	-0.2151262106501329	-0.05569838291093034	-0.23502333645529705	-0.04765481087551113	-0.12403890330604198	-0.006938209298970797	-0.10575875895952393	-0.04621460250828951	-0.2785323298281997	0.025110895962650717	-0.2231188859495328	0.020936189273612488
AD22-001	p.formosa	26.07	-97.9612	Z1	7040049270	-0.32616175864292335	0.02816258020755825	-0.21635879508210665	0.06992952691308874	0.07197549546681996	0.12020002382788267	0.19854052515094128	0.09017359718275778	0.3902158928283607	0.06718367115566197	0.3946447463523587	0.0050837856513897975	0.3711219390905019	-0.05094568241382113	0.1696131579343026	-0.06412681304693382	0.12426091913019162	-0.08126331703955418	-0.0027891321256313705	-0.08504699104708158	-0.1981433463014379	-0.06325940430688792	-0.24021862824652643	-0.049232118303301195	-0.12462119189011239	0.003689029179553353	-0.1042267607422983	-0.03653264077758151	-0.27955302191838527	0.021101250534145365	-0.2283000410040557	0.0248835022831224
AD19-002	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3397516588902549	0.03296169602193165	-0.19642721012589798	0.10019631736969704	0.006456805639239595	0.14642861758534442	0.19549403365718734	0.10104407445958213	0.38927010009071605	0.08020626165764587	0.3943657067905804	0.0011583286983513734	0.3730963044372303	-0.07459613579412104	0.1673922392466061	-0.07066056304267038	0.1109866718883413	-0.09050257507334909	0.0032530712726315026	-0.1098817270182405	-0.19170325293306892	-0.07529698112102659	-0.21465878822159742	-0.06546345667537112	-0.10160851780771112	0.0021583416957302566	-0.09016551990096817	-0.04412222468259026	-0.2852855567005831	0.030657381402728157	-0.22071442844245007	0.03571264451635796
AD19-003	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.331663387041286	0.040617825527201376	-0.2037407073167774	0.09462449931801019	0.027481764431696518	0.12465654044463562	0.1917188065865361	0.0867683490109911	0.39354288352260774	0.07647167525387137	0.39537780161280567	0.00385469236780253	0.38813134670542737	-0.06934900129942863	0.15905885324083108	-0.05859854814285223	0.10757438863328894	-0.07531152514665553	0.010093750118850246	-0.0867969788818855	-0.18319118054285335	-0.07173514673956574	-0.23660002592029583	-0.04936720551837702	-0.10752526263087586	-0.015839372062052114	-0.09928707670787205	-0.048839909750589654	-0.2842226617612003	0.028004113570870424	-0.22674929293088295	0.020839992048023805
AD19-004	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3385691667706401	0.0497830452359374	-0.19346168743094525	0.10229771226128341	0.021729700677224913	0.1447837126260069	0.206628914504163	0.09670641910109064	0.37414188402116083	0.0829971016844218	0.3797446683343509	0.007919436970286903	0.3646100369321051	-0.06573635692749864	0.18026378502888316	-0.07046379728074907	0.13545967356120367	-0.09441380745122947	0.009926797320543398	-0.12131212362283036	-0.19275569801980674	-0.07251779791209978	-0.23658804336757241	-0.05779565164737671	-0.10990017234176576	-0.012832346920493672	-0.10051881903135991	-0.051713986119534955	-0.2814447080824445	0.03357636250182773	-0.21926716533510304	0.02872207750095816
AD19-005	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.32958384866836143	0.03644281533503534	-0.20776480414711487	0.09102401003734384	0.023845913256022696	0.13161265475938536	0.19271594852580928	0.09102522877000507	0.38744610746871844	0.06840251777936646	0.39384849310395204	4.90556768836367E-4	0.37895606323414255	-0.06184783292961415	0.176133645878852	-0.06499415754737665	0.1212010981332715	-0.07982500704902373	0.003355203927565309	-0.09483298944212297	-0.1843597120164645	-0.06930302372879699	-0.2346538411464842	-0.05327594795602225	-0.1106761894328932	-0.0024535095393827732	-0.09917044746771438	-0.04494007562428309	-0.2850415128997495	0.026012485823449456	-0.2262521177495528	0.026462274543201172
AD19-006	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.33426077208096655	0.04525696665835516	-0.20588421859834663	0.09670551063918797	0.022782268077225117	0.12990227116007053	0.19346945431750925	0.09541251578314068	0.38194566074889136	0.07936139557897605	0.38184136612797254	0.007398091118362193	0.3835418448108279	-0.061035904263598076	0.1721539556808046	-0.0779268977222453	0.12042075090296152	-0.09115546693756162	0.008989981628346903	-0.10529645711826607	-0.19800751142063802	-0.07047552546724704	-0.23654735455065878	-0.05605710215519946	-0.10004758500816509	-0.0042646148513947905	-0.08566892818461956	-0.05057744772881924	-0.2825123892588488	0.031838120268211124	-0.22221652319229646	0.030914545038028242
AD19-007	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.32826194993220104	0.04882596802245793	-0.1977445714695168	0.09803308410275405	0.03156907126041027	0.1501038855122803	0.19796066086040723	0.10692813137587105	0.37899415161961664	0.06952992346737302	0.38601088128491506	8.200481200145406E-4	0.3646940107083766	-0.06491220732599284	0.17900267577611292	-0.05901074050293169	0.1362350030215159	-0.08381953816978167	0.008225239668530048	-0.12554560929309133	-0.19513104529546427	-0.07324571087787889	-0.22713358617357093	-0.05628011251072985	-0.125329763492945	-0.01673581544423278	-0.10662299966705599	-0.04936055122277774	-0.2809652159912099	0.027944224272976916	-0.22150256217792122	0.02672502047368868
AD19-009	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3376136387045245	0.03617868894518013	-0.19257464173822722	0.10443949590134025	0.014574596666139632	0.14007723650137535	0.19514044391122978	0.09681273388960471	0.3881455753876702	0.07121246003907172	0.3959211401096537	-7.709570398913047E-4	0.37403484371360357	-0.07159301471795021	0.16588777983437605	-0.06369434037818036	0.11915796307810798	-0.07857463817678008	0.012646747292459645	-0.1029557302625966	-0.1826084356340695	-0.07059913154929233	-0.22346893526198752	-0.06055522096284625	-0.11620130676173597	-0.002304964322003667	-0.1006206859878378	-0.044795421927609096	-0.28821516454978224	0.024170694249211602	-0.22420628135507467	0.022952109811366198
AD19-010	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3291458136225803	0.03016941497729821	-0.20345541922655486	0.0892931238654343	0.02786161891365174	0.13823329362041928	0.2050559589137658	0.09329092838876799	0.38155909912038954	0.07295531988532551	0.3903230800270785	0.005537817883581169	0.37983767900674603	-0.06757151486772132	0.1721264259679397	-0.07122664174138445	0.11256594084272434	-0.08479897557185466	0.013198808901240703	-0.09743025809322835	-0.18914499668200893	-0.07352507975989823	-0.2319258951900088	-0.06027344123967436	-0.11995652131983607	6.299407801293757E-4	-0.10443640437925981	-0.03552569966932873	-0.2841575002961954	0.02923813150397672	-0.220306060977095	0.031003640038157334
AD19-011	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3324375502530936	0.04227932021220216	-0.2096944960251731	0.09479130749896843	0.03180667848013551	0.13766034962186463	0.2109093417365438	0.09373564227510377	0.37969717950248455	0.07210609295326197	0.39208466013184773	0.006728839356697896	0.36276219322011205	-0.06372358191074225	0.17890765775879783	-0.06788963483984896	0.11885044641566228	-0.08998449621464585	0.008333876492150439	-0.09836624282388728	-0.1821681295239892	-0.07262513272372696	-0.230935847211145	-0.05983721524270863	-0.11337939344754826	-0.004792282764868851	-0.09932963860470397	-0.0420206756356529	-0.28772901550938373	0.025927275129565844	-0.22767796316269703	0.02601043510841732
AD19-012	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3303378778611968	0.04605040964089016	-0.19126262423459928	0.0862495760104749	0.0352140557851917	0.13360119580662055	0.19713520655648387	0.08984073191373654	0.3715907799949129	0.07720029444972636	0.3832806600379288	0.009562825165171863	0.36908944132853216	-0.059711383079669916	0.18742215425334965	-0.06504021580200618	0.13832214708373883	-0.09119189244037428	0.013320070678454032	-0.1255346122991959	-0.20597362307163244	-0.0817128656477951	-0.24167909245800256	-0.06116955428937964	-0.11817122174906769	0.008483441041293139	-0.10732860588266059	-0.033829005022344184	-0.2805297048709847	0.03379435451145787	-0.22009176559044755	0.03340670004139295
AD19-013	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.323814507027253	0.035779733361941596	-0.19948514277887985	0.07996809331122348	0.03603517160526711	0.12559078688499029	0.21835288659146215	0.08658083464726958	0.37513649568934887	0.07605503090301208	0.383843087231186	0.011736460574716114	0.37430892716126973	-0.055538066952269406	0.18209101842793712	-0.06731379260828299	0.1271748577164756	-0.08837730365599891	0.008191751163344734	-0.11123373195513234	-0.20339221795192475	-0.07015069824727606	-0.23546905803739226	-0.05439077389795339	-0.11915166006946364	0.006828935819312404	-0.11780171543872203	-0.03866423822697002	-0.28165320574042785	0.03155862344990781	-0.22436668854222835	0.03157010659150931
AD19-014	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3290425554422012	0.04125426144006517	-0.2060417673467634	0.09500862911286712	0.018970000342296293	0.1407308943943346	0.19401846105435847	0.09918004389177754	0.37968999286738836	0.0754995595728564	0.3929150632870877	0.002925861583232341	0.3807643636663298	-0.0675628127094129	0.1700178606697397	-0.0700079678092974	0.12033393954679282	-0.08874823641911429	0.009540817318191204	-0.10635199860447214	-0.18969397685134784	-0.06963038941742382	-0.226619654229015	-0.054071920788434265	-0.10989426471339936	-0.008260796900034735	-0.09810428039756443	-0.05023702898811945	-0.28281095770206616	0.029127114054872737	-0.22404304206982703	0.03114478758630261
AD19-015	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3383421473573214	0.03314835131897694	-0.19302715388069164	0.09446771009959096	0.010600008912663498	0.12751881787124733	0.18856797122152866	0.08798622351698208	0.40248115503311765	0.07358197327925797	0.4079216809095569	0.005915769397266387	0.37963379263221086	-0.05992830455687308	0.1571861780209044	-0.06384265944350855	0.09363672706702508	-0.08141976205963677	0.005463436457113095	-0.1002855658688222	-0.19916954104619258	-0.07046386125088602	-0.2258752101515552	-0.06525417129918598	-0.10169650155598088	-5.515179670119658E-5	-0.09064122840492922	-0.04472971557183835	-0.2793211725209813	0.03557769102260955	-0.21741799533646938	0.027782655341523084
AD19-016	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3238259434690218	0.055223279107046615	-0.19586210543083707	0.08995696296857726	0.02788046298573867	0.13884092597857292	0.1971710092194661	0.09998180220605017	0.37523865031196746	0.07851304237567867	0.3911918840873234	0.0081266671688924	0.3708390980590023	-0.06063567121010056	0.17776290523069277	-0.06887882399444879	0.13034326084428857	-0.0885947929370886	0.009336655338743637	-0.12465092550618458	-0.19088878931106512	-0.06993958589826853	-0.231361724725689	-0.054393759837287725	-0.11872172829006417	-0.01390580155239063	-0.11237437138218634	-0.05339579130001498	-0.2845781003770433	0.03261520769155651	-0.22215116309131874	0.031137264739409715
AD19-017	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3276549794503203	0.04536738803908753	-0.18929079590610726	0.09003829451061902	0.023777949073000477	0.1405348721008619	0.20554601226200167	0.09533008177145522	0.3756217118719616	0.07244637460460786	0.3871170185759044	0.006454841839112346	0.3691839470911714	-0.06057299308670192	0.1815612411229413	-0.06015211365363416	0.12922182535499632	-0.08518936427425301	0.01633030353349022	-0.1244124707810065	-0.1959321059484644	-0.07359187264682025	-0.2395025406895264	-0.0604127240201343	-0.12111249749727414	-0.00666663869545228	-0.11508583671936806	-0.0482690691450274	-0.2814160117351512	0.032240876011824564	-0.21836524093925624	0.03685451742546149
AD19-018	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3355317949198216	0.04093631149286606	-0.20818877162743782	0.09305061329992667	0.011728877798326709	0.1400482741939678	0.19404027618403022	0.09433765698161192	0.38449547278883306	0.0674686735037507	0.3977306817302461	6.258337422292058E-4	0.37598987441435355	-0.07030756978558222	0.16976253110508235	-0.06588252282332518	0.12035457290201916	-0.0798139490224937	0.013580032978313845	-0.0980308473343708	-0.18109022805860503	-0.07393086123906455	-0.23007636159471026	-0.06273275751095456	-0.10962097292486031	-0.0013796489277593147	-0.09612946492395455	-0.040624082183621256	-0.283599537003982	0.02854387076994232	-0.22344518884783343	0.027691004842876288
AD19-019	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.32844278667478854	0.053571677559724085	-0.19951780198371044	0.0953978814160181	0.02138843068229186	0.13608622950420204	0.19328763860241893	0.09346678134588558	0.3799148108404354	0.07248253013011885	0.3944467255096508	0.006276404730524504	0.36499012843334105	-0.05838673409504882	0.18209659538118253	-0.05956334203836718	0.137411578410727	-0.08679681928323009	0.011411011519848214	-0.11940464404975457	-0.18609254358540997	-0.07052653739836848	-0.23689149043571672	-0.05075478437081563	-0.12363280597392405	-0.019614092828539036	-0.11069436637508567	-0.056393085535266334	-0.2798837288201493	0.033283788131831936	-0.21979139553111007	0.03087474678108522
AD19-020	p.latipinna	27.8188	-97.0734	Z2	7040048420	-0.3283500088611826	0.028929998767050172	-0.19510596522504206	0.09025001162572617	0.019868876462764935	0.13103036513614472	0.2024338315537146	0.09595718189427715	0.3774511381653612	0.07616486156395885	0.39177382971272007	0.007976834822654991	0.37320124845008573	-0.06243951514537851	0.17471576988482973	-0.06683449567773268	0.1267040992886503	-0.08996788507008788	0.012887342937529932	-0.11784911075665719	-0.21048826909046967	-0.0693805146339841	-0.23853537339482966	-0.05697137222035694	-0.11288397675620686	0.002533760459395018	-0.09758456508700873	-0.045596306699376025	-0.2776345797592399	0.03566259572077572	-0.21845339828167687	0.04053359021359178
