ID,SPP,SL.dig,BD1.dig,BD2.dig,CPD.dig,CPL.dig,PreDL.dig,DbL.dig,HL.dig,HD1.dig,HD2.dig,SnL.dig,OL.dig,SL.man,BD1.man,CPD.man,CPL.man,PreDL.man,DbL.man,HL.man,HD1.man,SnL.man,OL.man
AD19-001,p.lat,44.90279073,16.13108521,19.81447673,8.921525774,14.38440998,15.18219516,10.52986021,8.463702495,9.557979002,9.274355904,3.277648768,3.477303591,41.7,15.6,7.8,12.6,22.3,11.3,10,10.5,3.7,3.5
AD19-002,p.lat,44.79936319,16.15634215,18.25428803,9.688694626,14.49805126,12.60430572,12.16986625,9.479809367,10.57167125,10.00177554,3.249858683,3.753442619,42.9,14.9,8.5,13,20.9,11.2,13.3,9.5,3.7,3.4
AD19-003,p.lat,53.02279557,16.73772087,21.33436459,11.13858637,17.75575998,16.79446412,13.05555078,9.631636997,11.78624463,10.37245903,3.403451373,3.687564406,52.9,16,9.6,16.7,25.9,13,14,11,4.4,3.7
AD19-004,p.lat,33.5616067,12.27072939,14.19888135,6.896283182,9.999570524,10.24907136,8.82578226,7.248853638,8.195088779,7.774786498,2.788577106,2.968031487,32.7,11.3,5.9,10.2,16.9,8.2,10,7.3,2.6,2.6
AD19-005,p.lat,43.48504292,14.08957506,17.48890575,7.99829702,13.62765592,14.05960536,10.69248091,7.847029398,9.572763827,8.671435331,2.684007636,3.35106015,42.2,13.4,7,12.8,21.1,10.7,9.2,9.5,2.8,3.3
AD19-006,p.lat,42.6312292,14.42539475,17.8452719,8.507389096,13.45425005,13.6786341,10.60425455,8.071741382,9.832627145,9.140577593,3.126222188,3.420088673,40,13.7,8,11.9,20.5,11,9.2,10.7,2.8,3.1
AD19-007,p.lat,34.94410677,13.42995796,15.51282807,6.57306,10.52119565,11.4857877,8.350434641,6.833956979,8.38287682,7.691224614,2.531998383,2.93227849,33.1,12.3,5.9,9.5,18.3,8.7,8.5,8.2,3.3,2.9
AD19-008,p.lat,32.50975815,11.84902306,14.49242859,5.601667153,9.600287126,11.58521274,7.556732397,6.113723754,7.155494622,6.742557644,2.4988595,2.637681439,33.3,10.9,5.1,10.1,17.5,7.5,7.7,8.1,3.2,2.7
AD19-009,p.lat,36.0168405,11.85167174,14.13047747,7.01433,11.69811612,10.31260571,9.071308631,7.884379914,8.61859297,8.253377344,2.501902021,3.165210082,34.7,11.1,6.2,10.2,18.3,8.9,8.3,8.5,3.2,3.1
AD19-010,p.lat,42.41517647,14.30005053,17.9743392,8.427959969,13.61941409,13.88685214,11.00459943,8.042670247,9.509717923,8.853028464,2.588906485,3.612886939,41.4,13.6,7.6,12.7,21,10.5,8.8,9.5,3.8,3.6
AD19-011,p.lat,42.49140606,14.25732848,17.67486104,8.151812859,13.21777032,14.3259,11.02492243,7.683834533,9.811777088,9.024718549,2.744207548,3.37185321,41.7,13.5,7.7,12.5,20.7,10.3,9.4,9.7,3.2,3.8
AD19-012,p.lat,31.50549389,11.23418603,14.18289948,5.952394115,9.247981439,10.22787952,7.265943634,6.459931614,7.484377229,6.926236569,2.292120264,2.755137747,30.1,10.6,5.7,8.2,16.2,6.9,7.3,7.3,3,2.7
AD19-013,p.lat,32.84480506,10.90475964,14.29477672,6.045647128,10.05420763,11.14564572,8.555174171,6.176353236,7.008296368,6.497859968,1.990011438,2.720084893,31.8,10.6,5.4,9.7,17,8.2,7.5,7.3,3,2.8
AD19-014,p.lat,42.43166556,14.89627868,17.49002048,8.541283696,13.75380397,13.4283022,10.78501424,7.739411999,9.592132673,8.709926191,2.755303811,3.302621863,40.1,13.7,8.2,12.4,20.8,11.5,7.4,9,3.8,3.2
AD19-015,p.lat,45.14989679,14.24750338,17.55544366,8.356719477,15.72838465,12.38058488,11.31220169,9.373334632,9.863245297,9.722207937,3.502404182,3.583866331,39.7,13.9,7.6,12.7,19.9,10.1,8.6,9.5,3.6,3.6
AD19-016,p.lat,33.06456575,12.0176684,13.90560026,6.36174,10.47378461,10.58690042,7.917929607,6.175656945,7.430800319,6.907930176,2.106224919,2.946908689,32.4,11.8,5.7,9.3,16.2,8.6,6.9,7.1,3.1,2.9
AD19-017,p.lat,32.57754383,11.86907464,13.9079609,5.992490937,9.842121871,9.987073533,8.415195866,6.680408058,7.499762789,7.264659506,2.211974737,2.949669198,30.7,11.8,5.2,9.4,16.3,7.9,7.5,7.5,3.1,2.9
AD19-018,p.lat,42.9440083,14.29494808,16.9282619,8.206932009,13.87152736,13.0996944,11.21471669,7.911734522,9.766842114,9.083083224,3.075377795,3.373053585,40.3,13.3,7.4,11.9,20.5,11.4,9.9,9.5,4.1,3.3
AD19-019,p.lat,34.75538114,12.16080572,14.01803977,6.282051754,10.67023943,10.78874846,8.438289514,6.538170998,8.019920648,7.26740407,2.53667808,2.926440514,31.7,11.1,5.4,9,17,7.7,7.9,7.3,3,3
AD19-020,p.lat,41.44329229,14.64703991,17.65888107,8.095675957,13.19811231,12.54033169,10.89089907,8.326823071,9.160600948,8.748741272,2.892857146,3.292809092,39.8,14.6,7.6,11.8,20.3,9.8,9.1,9.5,4.3,3.4
AD19-021,p.lat,42.47258513,15.15711027,18.49303252,8.287028162,13.31634934,12.87012242,10.42251966,9.125642224,10.06346871,9.658657946,2.916316982,3.28801906,41.1,15,7.4,11.6,21.7,11,9.7,9.6,3.6,3.2
AD19-022,p.lat,41.27771985,13.64335392,16.73071614,8.470714256,13.30795439,11.20063893,10.76546852,9.471544555,9.69561241,9.533143828,2.633259624,3.190474103,39.7,13,8,11.7,20.6,10.7,9,9,3.7,3.1
AD19-023,p.lat,43.83312731,15.32632282,18.7930065,8.899783737,14.30008787,13.65235462,11.28525716,8.374085986,9.432731276,9.384368177,2.796031269,3.301418656,41.4,14.5,8,12.1,21.5,10.8,8.9,9.5,3.9,3.2
AD19-024,p.lat,33.37795435,12.48429971,14.45352492,7.107966787,10.14812838,9.205329018,9.467330898,7.421118837,8.033243366,7.918480174,2.414470182,2.654629113,41.3,15.9,8.3,12.3,21.8,11.8,8.7,9.6,4.1,3.7
AD19-025,p.lat,31.69307887,11.10012735,13.48942274,6.025892108,9.733072409,8.516946832,8.217514969,7.850858672,7.730623403,7.655135383,2.710265541,2.52860361,29.9,10.7,5.2,8.8,15.9,7.7,6,6.7,3.5,3
AD19-026,p.form,48.79529569,16.6038439,20.55793696,8.954194211,16.46761339,16.816062,9.860906257,9.528015938,9.980122899,9.311459871,3.569003619,3.711389772,47.3,15.1,8.7,15.6,25.1,9.8,9.1,8,4,3.8
AD19-027,p.form,38.86759096,12.76292171,16.9714939,7.763304545,13.1463435,10.38919947,7.031166264,11.08534867,9.523607296,9.847245134,2.383096377,3.294457468,37.2,12.2,7,11.2,20.5,8.4,7.2,7.7,3,3.5
AD19-028,p.form,35.8637562,10.9893025,15.14531628,6.749206746,11.88817192,10.61571187,6.322179442,9.33559634,8.080025506,8.253849766,2.320844911,2.963347525,32.7,10.1,5.9,9.6,19.5,6.8,7.2,6.4,2.8,3.1
AD19-029,p.form,43.47716467,15.14480909,18.7871609,8.350877181,14.52436418,13.2654895,8.146838259,10.1848963,9.461971195,9.296237123,2.979988129,3.526830442,37.6,13.1,7.4,11.5,22.1,8.3,8.3,7.9,3.4,3.3
AD19-030,p.form,42.3367228,14.33722986,18.0104108,8.362763479,14.01305364,13.84941664,7.948648439,9.284456086,8.913266731,8.640344589,3.092826721,3.531362998,41.1,14.2,7.7,12.9,23.2,8.6,9,7.8,3.8,3.8
AD19-031,p.form,39.23750836,12.40019179,16.76011342,7.632029057,13.25321959,12.32025837,7.661923367,9.297194467,8.666124669,8.602928658,2.690739292,3.276647953,36.8,11.3,6.7,11.1,21.6,7.2,7.4,7.3,3.3,3.4
AD19-032,p.form,50.92307273,17.86081549,20.45045432,10.59727078,18.78300437,14.58443836,11.62653843,10.83080141,11.46249715,11.06470835,3.099924528,3.930702146,48.2,16.3,10.1,15.9,25.5,11.3,10.5,9.8,4.7,4.4
AD19-033,p.form,55.12678265,19.36568943,24.04361171,10.96780185,18.92931052,13.26391066,11.4972094,16.62298518,14.0437682,14.39724899,3.671981737,4.117851071,50.9,17.9,10.2,14.6,28.8,11.9,9.8,9.2,4.2,3.8
AD19-034,p.form,44.83476589,15.25068553,19.5762055,8.845722335,14.87899975,14.02167404,8.698308288,10.49115433,9.753185465,9.730321195,3.193309816,3.67092,41.2,14.4,7.5,12.1,23.3,9.3,9.3,8.9,3.6,3.5
AD19-035,p.form,39.82835341,12.04357753,16.5194446,7.774236393,13.33146596,11.195133,7.203927504,10.42150264,8.88762524,9.103395311,3.023363097,3.311883097,36.9,11.2,7,10.4,21.6,7.2,8.1,7.8,3.7,3.4
AD19-036,p.form,52.00939515,18.28903759,22.49586984,9.913937664,16.93405185,20.66629527,10.93456465,7.565701554,10.20695057,8.753975097,3.205480307,3.744574742,48.4,16.8,9.3,14.4,28.3,10.3,9.4,9.7,4.5,3.8
AD19-037,p.form,46.72736566,16.14318444,20.52559856,9.18414,15.77983379,10.16756067,8.859707438,15.49851223,12.69698852,13.46474695,3.178527695,3.587096829,43.4,15,8.5,13.1,25.3,9.3,10.2,8.9,4,3.3
AD19-038,p.form,38.88202941,12.391897,16.36539983,7.420975928,12.48163642,13.63977344,7.243970889,7.6139632,8.033421636,7.811080559,2.831865579,3.207087135,36.1,11.5,6.3,10.3,21.8,6.2,9.2,7.6,3.2,3.2
AD19-039,p.form,43.10624805,15.28427341,19.44724388,8.612929011,14.63599467,14.31171106,8.046695498,9.766804748,9.286382172,9.110883668,2.687241917,3.406439849,40.8,13.5,7.3,12.3,24.1,8.2,9.7,9,3.7,3.5
AD19-040,p.form,40.22707948,13.19898855,17.67634685,7.739524017,13.3333709,13.29797069,7.255940757,9.415498673,8.747147959,8.714354047,2.611657565,3.139680787,38.2,11.9,6.8,11.8,22.9,7.1,9.2,8.5,3.6,3.1
AD19-041,p.form,57.96078697,20.09301958,24.69977576,10.69301058,19.29881195,19.53892882,12.26994281,11.95241938,11.80294312,11.04659017,3.963108431,4.130664986,55.4,18.8,9.7,16.8,31.1,11.8,12.9,11.6,4.2,4.2
AD19-042,p.form,54.78502336,18.21453696,23.06196276,9.759807744,19.70976256,20.94597594,10.30489121,8.200577455,10.52540209,9.017696861,4.140889383,4.2018,46.8,16.3,8.9,14.7,28.5,9.9,11.2,9.3,3.7,3.6
AD19-043,p.form,40.25551097,12.62111164,16.19576383,7.288743586,14.74981971,15.71596877,7.276663314,5.359452495,7.714041319,6.502003805,2.398751123,3.364248611,35.5,11.7,6,10.6,20.7,6.7,8.4,7.8,3.3,3.1
AD19-044,p.form,50.39483944,17.01673175,20.78123395,8.996852957,17.74085002,19.15085948,10.23605969,7.17344677,9.844996451,8.262642015,2.98049963,3.809183396,43.5,14.8,8,12.7,24.6,9.5,9.2,9.2,4,3.7
AD19-045,p.form,47.88331124,16.08096592,20.04481373,8.793422736,16.3591538,17.43085294,9.184878001,7.955041486,9.668736189,8.501272868,3.340394728,3.782452744,41.2,14.3,7.6,11.9,23.7,8.6,9.2,8.5,3.4,3.9
AD19-046,p.form,43.73380305,13.50482198,17.88468996,8.116831262,16.04139917,14.32690995,7.854980811,8.898744379,8.520684289,8.213445434,2.771424702,3.351129281,36.8,11.9,6.7,10.8,22.1,8,8.5,8,3.4,3.4
AD19-047,p.form,52.6401227,17.69433144,21.90547542,9.997067522,17.93551288,19.06272691,9.953494343,9.302803015,10.92371395,9.604680026,4.070183146,3.974840015,45.7,15.7,8.8,14,27.4,9,9.7,9.4,4.3,3.9
AD19-048,p.form,46.72743036,14.35457843,18.49020754,8.521558551,16.22062081,14.35457843,8.308389381,10.10049859,9.546871045,8.973581189,3.279692773,3.733929442,40,13,7.1,12.3,23.1,8.8,9.5,8.6,3.5,3.2
AD19-049,p.form,55.30169248,17.51056431,22.46378307,9.660698949,19.82037757,17.41346722,10.98159085,12.04424761,10.81989525,10.48762371,3.681681519,4.029308895,48.8,16,9,14.4,28.7,9.6,10.7,10.6,4,3.9
AD19-050,p.form,56.7179845,18.39773755,23.28957037,10.67678884,20.12233727,18.071036,10.66116063,11.70813424,11.79491847,11.21817808,4.602397574,4.213002186,48.7,16.5,9.5,14.2,28.6,11.1,11.6,10.4,4.8,3.8
AD20-054,p.form,32.52381236,10.78795825,14.25271909,5.884531225,10.84572786,13.07801049,5.747575172,5.493218713,6.780720025,6.043164637,2.31237039,2.764192628,30.2,10,5,10,18,6,9,7,3,3
AD20-056,p.form,38.66256188,12.84687923,16.65494688,7.475454369,12.73966577,15.18187885,7.87006035,6.387632557,8.290400546,7.116453694,3.309174619,3.111261733,35,11,7,10,21,7,11,8,3,3
AD20-057,p.form,36.94155392,12.21286022,15.49856356,7.146491608,12.79783433,14.33752322,6.856145788,5.943730995,8.002438261,6.688374657,2.623396376,3.16582844,32,10,6,10,19,6,10,7,3,3
AD20-058,p.form,41.95716,14.20381929,17.95191695,7.859680783,13.25986742,14.06452713,8.282061556,9.447169486,9.119799826,8.642260016,3.341574438,3.400746395,38,14,8,12,22,8,11,8,3,3
AD20-059,p.form,28.01721001,8.989485646,11.39930465,4.84985959,9.94950097,11.22964733,4.593925639,3.975547125,6.047669572,4.908747893,1.92853409,2.309150702,24.7,8.1,4.2,8.1,14.5,4.6,6.9,5.8,1.9,2.3
AD20-060,p.form,40.0914448,13.42402315,17.07171117,7.335355596,13.05568056,15.73748725,7.86465802,6.475490279,8.29746117,7.086256681,2.440820741,3.324361473,37,12.1,6.8,10.8,21.5,7.9,10.5,8.2,3.5,3.1
AD20-061,p.form,39.61944171,12.74185438,17.3564498,7.485901791,12.85563361,12.54703546,7.746756721,10.0232533,8.865972156,8.755935473,2.961019544,3.100369275,38.4,11.8,6.6,12.1,21.9,7.5,10.4,8.4,3.3,3.2
AD20-062,p.form,45.54975891,14.25707234,19.20607049,8.542175963,15.14520426,17.64815333,9.34668826,7.552250503,9.76945638,8.341666454,2.752244033,3.1891155,43.2,12.9,8,13.5,25.4,8.4,11.6,9.6,3.7,3.4
AD20-063,p.form,27.06189022,8.562255165,11.64863335,4.639093903,9.227168388,11.29087436,4.341121863,4.426876819,5.962191241,4.656109832,1.994616884,2.2784,24.9,7.7,4.5,8.3,14.5,5.5,6.3,5.5,2.5,2.3
AD20-064,p.form,37.94643022,12.54517296,16.44385701,7.3034594,12.13133228,14.79178153,7.356259785,6.76854687,7.980243032,7.192776507,3.035850678,3.226629122,35.7,11.3,6.5,10.4,20.4,7.5,8.7,7.9,3,3.1
AD20-065,p.form,50.27106325,14.72313195,20.9175937,8.912344946,15.53302304,18.99003296,10.46035917,9.125282335,10.68099603,9.614838113,3.328895237,3.541019373,46.7,13.3,7.5,13.4,26.9,8.9,9.8,10.1,3.4,3.8
AD20-066,p.form,33.91218157,10.13278088,13.25558691,5.984400634,11.30858548,12.7088366,6.376787602,5.965447665,7.646602601,6.51552985,2.635156224,2.927551064,32.2,9.6,5.8,9.4,18.1,6.2,6.3,7,2.7,3
AD20-067,p.form,40.91977248,13.82812028,17.63840653,7.838197006,14.00760469,14.48011349,7.511277249,8.641300633,9.04792372,8.199087277,3.421579432,3.30518,38,12.8,7.7,11.6,22,7.6,9.2,8.9,3.5,3.4
AD20-068,p.form,33.80574704,11.04262851,14.34878451,5.896090092,11.13356906,13.10331818,6.001844813,5.807768982,7.398331224,6.299679176,2.696286845,2.904260598,29.5,9.1,5.3,8.1,17.4,6.4,6.6,6.4,2.7,2.7
AD20-069,p.form,35.0932363,11.21563048,14.68794316,6.506723213,11.8092155,13.40916759,6.369865396,5.956355456,7.384167412,5.988938644,2.536306561,2.889749167,33.2,10.4,6,10.3,19.4,6.9,7.5,7.2,3.3,2.8
AD20-070,p.form,31.3508642,10.32589367,12.85528099,5.836086448,10.43910697,12.12808357,5.516546294,5.425098578,6.798781536,5.442591162,2.220226113,2.800494068,28.5,9.6,5.3,9,17.5,5.1,6.7,6.3,2.8,2.7
AD20-071,p.form,28.46873385,8.410591252,11.6289098,5.017880748,9.757641594,10.89199601,4.263925539,4.843985471,5.692011813,4.8481319,2.034154704,2.486818385,25.5,7.5,4.8,7.1,14.7,5.1,6.4,5.1,2.4,2.3
AD20-072,p.form,25.13486924,8.273356442,11.52834103,4.665668747,7.758808423,10.17317003,4.308486832,4.922701656,5.52185764,4.85815261,2.053737992,2.15124,24.2,7.6,4.4,7.1,15,3.9,5.4,5.5,2.3,2.5
AD20-073,p.form,33.47518354,11.15608688,14.90424749,6.275868886,10.9372916,12.4968758,6.193722478,6.574885444,7.035854527,6.316571855,2.687328316,2.687471073,31.7,10.6,5.9,10,18.5,5.8,8.5,7.2,3,2.8
AD20-074,p.form,28.34832443,9.264668278,12.4086824,5.14179501,9.521225652,10.66944581,4.738695208,5.504037423,6.015020322,5.460845943,2.272173058,2.498084917,26,8,5,9,16,4,6,6,3,2
AD20-075,p.form,25.27271351,8.444422766,10.71418041,4.549168021,9.129467597,8.855443531,4.623454801,4.992138752,5.474875062,4.855978122,2.077029934,2.17013,24,8,4,8,15,4,6,5,3,2
AD20-076,p.form,30.42680153,9.642269126,13.47697397,5.699842094,9.616106847,11.43439228,5.399732286,5.870811037,6.190121919,5.697057824,2.292070874,2.439609386,29,9,5,7,18,6,6,7,3,2
AD20-077,p.form,26.81917261,8.261041144,11.39683235,4.869453735,8.681667724,10.09314048,4.285092845,5.436941968,5.48054,4.910367916,2.370583974,2.25342,25,8,4,7,15,4,6,6,3,2
AD20-078,p.form,30.37500535,9.31764182,12.98045852,5.483812861,10.19013993,11.45755006,5.348370872,5.483007844,6.322923444,5.614345595,2.035230039,2.52137,29,9,5,9,16,5,7,7,3,2
AD20-079,p.form,19.63371468,6.347314132,8.541272912,3.46320524,6.786137893,7.348885582,3.115643799,3.863563105,4.558261663,4.044467703,1.593930939,1.817360885,19,6,3,5,11,3,5,4,2,2
AD20-080,p.form,35.25982018,13.12640354,15.96337506,6.689871909,10.57747127,13.02881443,6.652576526,6.893697862,7.568695676,6.832195384,2.565624567,3.018718031,34,8,6,10,20,7,7,7,3,2
AD20-081,p.form,34.21929642,12.54549216,15.44236746,6.62027,10.45831641,12.78476937,5.877617188,6.78414461,7.339066905,6.621181804,2.685043202,2.730744604,33,12,6,10,21,6,8,7,3,2
AD20-082,p.form,33.27518122,12.14377,14.87201034,6.314404121,10.804615,12.2880891,6.156775573,6.436819812,7.571966718,6.805985701,2.39628983,2.709353965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD20-083,p.form,37.51622393,13.75317757,17.27875927,7.089548946,12.06947715,14.65078846,7.718629598,6.374453779,7.964673952,6.884826562,2.46252722,2.923691016,36.5,12.3,6.1,11.3,20.3,6.6,7.8,6.9,3.2,3.2
AD20-084,p.form,30.72609951,10.81252611,13.77447841,5.685751553,9.990909166,11.46466223,5.166252807,5.891557996,6.839697734,6.080897595,2.348672439,2.564221771,28.5,9.2,5.3,8.8,17.3,6.2,7.3,6.1,2.3,2.8
AD20-085,p.form,35.20133454,13.45942661,16.55499932,6.836635126,11.0867229,13.43909674,7.312427521,6.586897887,7.56408047,6.994346764,2.444708287,2.822547716,32.3,12.3,6.1,9.9,19.5,7.3,8.5,6.8,3.5,3.4
AD20-086,p.lat,38.67066519,12.88404934,16.07562698,6.661915599,13.35360308,12.83594989,9.116824158,6.272126689,8.132962978,7.042746854,2.459014642,2.757712569,34.7,11,6.7,10.2,17.2,8.9,7.4,8.6,2.9,2.7
AD20-087,p.lat,34.09519258,11.16033464,14.96948967,6.109891894,10.51850918,11.78950096,8.720478054,6.013856427,7.083725946,6.802339922,2.169464105,2.590286104,32.6,9.5,5.5,9.7,16.7,8.7,6.9,7.6,2.2,3.2
AD20-088,p.lat,35.49110728,12.95387299,14.87852203,6.268415737,11.05981674,11.3342657,9.834796807,6.082531812,7.464267616,6.561084085,2.594089592,2.20085495,32.4,11.7,5.6,9.3,17,9.8,7.8,7.9,2.3,2.9
AD20-089,p.form,36.49609033,11.84560617,16.439125,5.842673187,10.55011282,14.1471713,7.271203936,6.49921783,7.039105888,6.498281096,2.425836088,2.73504,31.9,9.6,4.6,7.4,20.1,6.9,8.7,7.5,2.7,3.3
AD20-090,p.form,34.775143,9.943357318,15.67287675,5.67726324,11.78820905,13.44232767,5.773857702,5.763153494,6.530917747,6.262176862,2.20084781,2.722771598,32.1,8.7,5.3,9,18.7,4.8,7.8,7.1,2.7,2.6
AD22-001,p.form,39.11131749,11.97212789,17.76674213,6.539264709,12.76327898,15.8736466,7.132817463,6.307070547,7.228841378,6.533957157,2.534054704,2.723904738,36.3,10,5.3,10.9,21.7,6.2,8.9,7,3.5,2.8
AD22-002,p.form,37.34328196,11.19576939,17.21840557,6.311371256,12.48571961,15.41444098,5.924512144,6.403683216,6.89827861,6.38483986,2.596006007,2.61408,35.3,9.2,5.6,9.8,22.8,6.1,8.4,7.4,2.8,2.8
AD22-003,p.form,35.33824644,11.03893599,16.32451438,5.832082115,12.12734029,12.36496154,6.24671928,7.568403776,7.266426274,7.008510809,1.781210757,2.686457869,34.5,9,4.6,10.9,20.4,6.1,8.2,6.3,2.8,3
AD22-004,p.form,36.92459026,11.34322236,17.40224906,6.526932818,11.91120187,13.16837941,6.000139543,8.45184121,7.824666923,7.653081406,2.759665408,2.923216346,36.3,9.6,6.2,9.2,21,7.1,8.3,7.6,3.3,2.5
AD22-005,p.form,32.38909874,9.753242746,15.19418816,5.450770701,10.85078909,11.70428329,5.264287041,7.211280498,6.933821972,6.905468462,1.64567999,2.63769223,32.3,7.2,5.2,10.2,18,4.2,7.3,6.6,1.7,2.6
AD22-006,p.form,40.8359089,12.32306509,18.61250766,6.393321207,12.81348581,16.07176957,7.53359448,7.423650104,7.100563652,6.506206094,3.455159207,2.605651455,37.4,10.7,5.5,10.2,23.6,7.2,10,8.7,3.5,2.4
AD22-007,p.form,39.15923989,12.09901599,17.75860353,6.379082498,12.55225072,14.46764109,6.786853342,7.512848166,7.269731731,7.04435829,2.890018166,2.79493431,35.4,10.6,6.3,10,21.4,6.1,8.9,7.2,3,2.5
AD22-008,p.form,39.70599418,12.15160059,18.28863081,6.218214408,13.52574771,14.49403172,7.161479637,8.101195584,7.554548372,7.086343898,2.7767424,2.710758279,37.5,9.8,6.1,10.9,21.3,5.5,8.4,6.7,3,2.7
AD22-009,p.form,48.63466334,16.21216472,20.94331248,9.584668391,16.77418611,15.65339331,9.4989417,10.69698166,10.2933356,10.1359461,2.632107685,3.544055866,46.7,14.1,8.8,14.1,26.8,9,11.3,9.5,3.4,3.2
AD22-010,p.form,41.71913276,14.78668593,19.25894817,7.633518771,13.45722077,16.03759056,7.361105337,7.918789778,8.267008543,7.565500869,2.713665405,2.888647899,39.3,13.2,6.6,11.8,23.6,7.8,10.1,7.9,3.1,3.1
AD22-011,p.form,40.52112805,12.96907198,18.08411333,7.001687379,12.74191627,15.00975438,7.397558554,8.630351593,7.715842956,7.274871483,3.248507736,2.719767277,38.9,11.2,6.2,11,23.5,7.2,9.9,6.8,2.9,3.1
AD22-012,p.form,31.11925811,8.822395139,13.99570688,5.098638289,10.53873948,9.811824614,5.235883635,7.067647296,6.431095159,6.439599052,1.97155013,2.382689342,30.2,7.3,4.8,9.1,17.6,6.5,7.4,6.1,2.5,2.9
AD22-013,p.form,47.50626333,15.99034205,21.20037311,8.321017086,15.51350353,19.07785759,8.735735529,7.183546429,8.818814408,7.606336645,3.759121588,3.204747049,44.2,13.8,7.8,13.2,24.7,9.1,9.8,8.5,3.1,3.5
AD22-014,p.form,34.47773694,9.921070458,15.74708775,5.211837254,11.51012004,11.1812481,6.384258798,7.912909374,7.508699919,7.438128574,2.183936418,2.685339792,32.5,9.1,4.9,9.5,19.3,6.1,8.2,6.6,2.9,2.8
AD22-015,p.form,34.26266742,10.03461174,15.20124738,5.874409196,10.75285064,12.53243771,6.453674343,6.648269961,6.741290998,6.267476743,2.058650092,2.603576778,34.2,9.6,5.2,11.9,18.8,6.2,8.2,7.2,2.3,2.5
AD22-016,p.form,38.98698561,11.89806217,18.46844281,6.095679037,12.78370691,14.59218191,5.723920149,8.034869345,7.657037686,7.525175741,2.614849662,2.939418362,36.2,9.7,5.9,10,22.2,4.4,8.2,6.9,3.4,3
AD22-017,p.form,34.31463735,10.86732782,15.15241316,5.968643773,11.67125917,12.73453026,6.319831567,6.350324928,6.981758685,6.569983309,1.892042988,2.747,33.3,9.1,5.3,10.7,19.4,5.8,7.9,6.7,2.4,3
AD22-018,p.form,31.31725309,9.756631767,14.22880707,5.509853185,11.31623317,11.71874649,5.811125949,6.00510242,6.271189029,5.935437052,1.644228317,2.5756,31.1,7.7,5.1,8.7,19.1,5.6,8.2,6.4,2.3,2.5
AD22-019,p.form,27.09044827,7.562835739,11.32896904,3.85207374,9.378541225,9.386945568,4.742057235,6.178796269,5.694313012,5.518120651,2.2444856,2.225239561,25.8,7,4.3,8.9,14.6,5.1,6.9,5.6,2,2.3
AD22-020,p.lat,40.27421265,13.59591519,17.9048554,7.224253747,12.75987204,10.15282047,10.5344867,10.78160418,10.28373127,10.26457456,2.439488714,3.067809985,40.5,12.2,6,11.8,20,10.3,8.3,7.8,3.3,3.1
AD22-021,p.lat,40.24231242,14.27536374,17.44399074,7.418731107,13.30977488,11.85304239,10.68074437,8.596310658,8.418288955,8.301441272,2.632107685,3.37881,40.1,13,6.7,12.6,20.8,10.8,8.5,7.7,3.2,3.2
AD22-022,p.lat,36.06973507,12.68880362,15.51190932,6.204270039,11.90611188,10.99982888,9.755669861,7.577970203,8.182008873,7.964874136,2.679742413,3.020096561,34.4,11.8,5.6,9.5,18.2,8.3,9,6.8,2.7,2.8
AD22-023,p.lat,38.4706403,14.47453837,16.96207334,7.142823903,11.36018217,10.13747047,9.254725604,9.762175894,9.844895667,9.861165615,3.082567282,3.105640402,35.7,11.4,6,11.1,18.8,7.5,7.3,8,2.7,2.9
AD22-024,p.lat,41.30397388,15.29961005,17.95991131,7.8678,12.86873341,12.35195757,11.18175122,8.617018761,9.621849734,9.278836752,2.224013977,3.497285633,39.2,13.8,7,11.5,19.6,11,9.4,8.8,2.4,3.2
AD22-025,p.lat,46.10447093,16.4280281,18.61738695,8.618823318,14.98577778,13.00210915,11.07181791,9.604353995,10.15475772,9.689867275,2.908077282,3.789029772,43.5,14.8,7.6,13.7,22.7,10.9,10.8,9.1,3.9,3.3
AD22-026,p.lat,34.6638832,12.40390559,15.13169161,6.135104338,10.97577307,12.14332563,8.942179106,6.245501522,7.838738439,7.164904332,2.482323821,3.005385318,31.5,11.3,5.4,9.5,17,6.7,7,7.2,3.2,2.7
AD22-027,p.form,47.52406312,16.63518872,20.98965705,9.659361871,14.785504,15.66801704,9.359055786,10.73194967,10.84592087,10.2016384,3.548113068,3.687006403,44.2,14.2,8.7,13.2,25,8.3,10,9,3.4,3.6
AD22-028,p.form,41.83219444,14.31520074,18.59599726,7.307599149,13.71119589,14.06978487,8.227065278,9.505425853,8.890160519,8.661406072,2.870555725,3.451475518,36.6,11.4,6,11.1,22.3,7.6,9,7.5,2.8,3.1
AD22-029,p.form,40.01631985,13.42320894,17.4829981,7.365979713,12.51536838,13.77785897,7.799777178,8.565984269,8.469899809,8.236585235,2.650816738,3.2883,37.6,10.7,6,10.3,21.1,7.5,9.6,7.9,3.2,3.1
AD22-030,p.form,41.42381202,14.38711782,18.10685845,7.380339894,13.02391836,13.62633718,7.249550171,9.020258492,9.18851,8.499382257,2.38314982,3.331385133,36.7,11.9,6.1,10.5,21.7,6.4,8.7,8,2.8,3.5
AD22-031,p.form,35.78676738,11.87954157,15.91332828,6.409677823,11.62659292,12.74463193,6.711436843,7.823568918,7.526620643,7.254258731,2.432705606,3.026310556,32.7,9.2,5.3,9.9,18.5,5.9,8.5,7.2,3,2.9
